t,x,y,z,qx,qy,qz,qw,roll,pitch,yaw,vx,vy,vz,wx,wy,wz,ax,ay,az,alphax,alphay,alphaz
0.5225,0.449794,0.0297419,0.516625,-0.152121,-0.0217214,0.431723,0.888821,-0.294669,0.0928688,0.890534,0.049506,0.892899,0.524298,-0.319459,0.0114597,0.358902,-1.10525,0.623657,-2.09111,7.02129,-0.25187,-7.8882
0.52725,0.450016,0.03399,0.519091,-0.152732,-0.0215108,0.432461,0.888363,-0.295537,0.0940206,0.892069,0.0442044,0.895744,0.514208,-0.286641,0.0102825,0.322032,-1.12688,0.574314,-2.15705,6.79285,-0.243676,-7.63156
0.532,0.450213,0.0382511,0.521509,-0.153277,-0.0213226,0.43312,0.887952,-0.296311,0.095051,0.893441,0.0388016,0.898354,0.503808,-0.254965,0.00914618,0.286445,-1.14785,0.524768,-2.22147,6.54045,-0.234621,-7.34799
0.53675,0.450385,0.042524,0.523877,-0.15376,-0.021156,0.433703,0.887588,-0.296996,0.095964,0.894654,0.0333009,0.900729,0.493107,-0.224545,0.00805497,0.25227,-1.16815,0.475041,-2.28429,6.26356,-0.224689,-7.03692
0.5415,0.45053,0.0468076,0.526193,-0.154183,-0.02101,0.434213,0.887269,-0.297594,0.0967644,0.895717,0.0277054,0.902867,0.48211,-0.1955,0.00701306,0.219639,-1.18773,0.425154,-2.34546,5.9617,-0.21386,-6.69779
0.54625,0.450648,0.0511009,0.528456,-0.154549,-0.0208837,0.434654,0.886992,-0.298111,0.0974573,0.896636,0.0220185,0.904768,0.470828,-0.167949,0.00602474,0.188686,-1.20659,0.375127,-2.40491,5.63436,-0.202118,-6.33003
0.551,0.450739,0.0554026,0.530666,-0.154861,-0.020776,0.43503,0.886755,-0.298551,0.0980486,0.897419,0.0162439,0.90643,0.459267,-0.142015,0.00509441,0.159549,-1.2247,0.324982,-2.46258,5.28105,-0.189444,-5.93309
0.55575,0.450802,0.0597116,0.532819,-0.155122,-0.0206857,0.435345,0.886557,-0.29892,0.0985443,0.898076,0.0103851,0.907855,0.447436,-0.117821,0.00422653,0.132369,-1.24204,0.274741,-2.5184,4.90125,-0.17582,-5.50641
0.5605,0.450837,0.0640268,0.534916,-0.155336,-0.0206117,0.435604,0.886394,-0.299223,0.0989514,0.898614,0.00444578,0.90904,0.435345,-0.0954958,0.00342566,0.107287,-1.25858,0.224423,-2.57232,4.49448,-0.161228,-5.04941
0.56525,0.450844,0.0683471,0.536954,-0.155508,-0.0205524,0.435811,0.886264,-0.299464,0.099277,0.899045,-0.00157012,0.909987,0.423002,-0.0751674,0.00269643,0.0844482,-1.2743,0.174051,-2.62426,4.06022,-0.14565,-4.56153
0.57,0.450822,0.0726713,0.538934,-0.15564,-0.0205066,0.43597,0.886163,-0.299651,0.099529,0.899378,-0.0076587,0.910694,0.410418,-0.056968,0.00204358,0.0640018,-1.28917,0.123645,-2.67417,3.59798,-0.129068,-4.04222
0.57475,0.450771,0.0769983,0.540853,-0.155739,-0.0204726,0.436089,0.886089,-0.299789,0.0997157,0.899624,-0.0138159,0.911161,0.397601,-0.0410317,0.0014719,0.0460978,-1.30318,0.0732263,-2.72197,3.10725,-0.111465,-3.4909
0.5795,0.450691,0.0813269,0.542711,-0.155807,-0.020449,0.436171,0.886036,-0.299886,0.099846,0.899797,-0.0200375,0.911389,0.384562,-0.027495,0.00098631,0.0308898,-1.3163,0.0228164,-2.76762,2.58754,-0.0928213,-2.90703
0.58425,0.450581,0.0856561,0.544506,-0.155851,-0.0204338,0.436224,0.886003,-0.299948,0.0999293,0.899907,-0.0263192,0.911378,0.371312,-0.0164967,0.000591776,0.0185335,-1.3285,-0.0275637,-2.81104,2.03835,-0.0731204,-2.29002
0.589,0.450441,0.0899847,0.546238,-0.155875,-0.0204254,0.436254,0.885984,-0.299982,0.0999756,0.899968,-0.0326567,0.911128,0.357861,-0.00817814,0.000293369,0.00918789,-1.33977,-0.0778929,-2.85217,1.45917,-0.0523437,-1.63933
0.59375,0.45027,0.0943114,0.547905,-0.155886,-0.0204218,0.436266,0.885977,-0.299997,0.0999955,0.899994,-0.0390455,0.910638,0.34422,-0.00268291,9.62423e-05,0.00301417,-1.35008,-0.12815,-2.89094,0.849494,-0.0304734,-0.95438
0.5985,0.45007,0.0986353,0.549508,-0.155888,-0.020421,0.436269,0.885975,-0.3,0.0999999,0.9,-0.0454809,0.90991,0.330401,-0.000157018,5.63261e-06,0.000176405,-1.3594,-0.178314,-2.9273,0.208833,-0.00749132,-0.234617
0.60325,0.449838,0.102955,0.551044,-0.155887,-0.0204202,0.436268,0.885976,-0.299998,0.0999999,0.899997,-0.0519582,0.908944,0.316415,0.0013419,0.00158365,-0.00312505,-1.36772,-0.228365,-2.96118,0.820385,0.968179,-1.91052
0.608,0.449576,0.10727,0.552513,-0.155874,-0.0204105,0.436249,0.885988,-0.299967,0.0999989,0.899953,-0.0584727,0.907741,0.302274,0.00797608,0.00941298,-0.0185748,-1.37504,-0.278287,-2.99259,1.9616,2.31498,-4.56819
0.61275,0.449283,0.111578,0.553915,-0.15583,-0.0203794,0.436188,0.886026,-0.299867,0.0999958,0.899814,-0.0650195,0.906301,0.287989,0.0198702,0.0234499,-0.0462741,-1.38137,-0.328071,-3.02155,3.03534,3.58216,-7.06874
0.6175,0.448958,0.115879,0.555249,-0.155741,-0.0203149,0.436062,0.886105,-0.299661,0.0999892,0.899526,-0.0715941,0.904625,0.273573,0.0367071,0.0433199,-0.085484,-1.38672,-0.377707,-3.0481,4.04294,4.77129,-9.41526
0.62225,0.448603,0.120172,0.556514,-0.155589,-0.0202062,0.43585,0.886239,-0.299314,0.0999784,0.89904,-0.0781919,0.902713,0.259036,0.0581756,0.068656,-0.13548,-1.39112,-0.427183,-3.07228,4.98573,5.88391,-11.6108
0.627,0.448216,0.124455,0.55771,-0.155362,-0.0200429,0.43553,0.886439,-0.298792,0.0999623,0.89831,-0.0848083,0.900567,0.24439,0.083971,0.0990985,-0.195553,-1.39457,-0.47649,-3.09412,5.86501,6.92161,-13.6585
0.63175,0.447797,0.128727,0.558836,-0.155045,-0.0198153,0.435085,0.886718,-0.298064,0.0999407,0.897292,-0.0914388,0.898187,0.229645,0.113795,0.134295,-0.265007,-1.39709,-0.525618,-3.11366,6.68213,7.88593,-15.5614
0.6365,0.447347,0.132987,0.559891,-0.154626,-0.0195144,0.434497,0.887087,-0.297103,0.0999131,0.895947,-0.0980792,0.895574,0.214813,0.147355,0.173901,-0.343162,-1.3987,-0.574555,-3.13093,7.4384,8.77845,-17.3227
0.64125,0.446865,0.137235,0.560876,-0.154093,-0.0191319,0.433748,0.887554,-0.29588,0.09988,0.894237,-0.104725,0.892729,0.199905,0.184365,0.217579,-0.429353,-1.3994,-0.623293,-3.14596,8.13515,9.60072,-18.9453
0.646,0.446352,0.141468,0.56179,-0.153436,-0.0186602,0.432824,0.888129,-0.294373,0.099842,0.892129,-0.111372,0.889653,0.18493,0.224547,0.264999,-0.522927,-1.39922,-0.671819,-3.15878,8.77371,10.3543,-20.4323
0.65075,0.445807,0.145686,0.562633,-0.152644,-0.0180923,0.431711,0.888818,-0.292558,0.0998004,0.88959,-0.118016,0.886347,0.1699,0.267626,0.315839,-0.62325,-1.39817,-0.720125,-3.16944,9.35539,11.0408,-21.787
0.6555,0.445231,0.149888,0.563404,-0.151709,-0.0174217,0.430395,0.88963,-0.290415,0.0997572,0.886592,-0.124653,0.882812,0.154824,0.313335,0.369783,-0.729699,-1.39626,-0.768199,-3.17797,9.88152,11.6617,-23.0122
0.66025,0.444623,0.154072,0.564104,-0.150622,-0.0166426,0.428864,0.890568,-0.287925,0.0997151,0.88311,-0.131279,0.879049,0.139713,0.361414,0.426523,-0.841666,-1.39351,-0.816031,-3.1844,10.3534,12.2186,-24.1112
0.665,0.443984,0.158238,0.564731,-0.149375,-0.0157498,0.427107,0.891638,-0.285073,0.0996774,0.879121,-0.13789,0.87506,0.124575,0.411609,0.485761,-0.95856,-1.38993,-0.863612,-3.18877,10.7724,12.7131,-25.087
0.66975,0.443313,0.162385,0.565287,-0.147963,-0.0147387,0.425115,0.892842,-0.281842,0.0996484,0.874602,-0.144482,0.870845,0.109422,0.46367,0.547202,-1.0798,-1.38553,-0.91093,-3.19111,11.1399,13.1467,-25.9427
0.6745,0.442611,0.166511,0.565771,-0.146378,-0.0136053,0.422877,0.894183,-0.278221,0.0996332,0.869538,-0.151052,0.866407,0.0942631,0.517358,0.610561,-1.20483,-1.38034,-0.957975,-3.19145,11.457,13.521,-26.6813
0.67925,0.441878,0.170615,0.566183,-0.144615,-0.0123459,0.420386,0.895662,-0.274199,0.0996376,0.863912,-0.157594,0.861745,0.0791068,0.572435,0.67556,-1.33309,-1.37437,-1.00474,-3.18983,11.7253,13.8376,-27.306
0.684,0.441114,0.174697,0.566522,-0.14267,-0.0109576,0.417634,0.897278,-0.269765,0.0996687,0.857711,-0.164107,0.856862,0.0639628,0.628673,0.741929,-1.46406,-1.36763,-1.05121,-3.18629,11.9459,14.098,-27.8198
0.68875,0.440319,0.178755,0.56679,-0.140539,-0.00943795,0.414614,0.89903,-0.264912,0.099734,0.850924,-0.170586,0.851759,0.04884,0.685848,0.809405,-1.59721,-1.36013,-1.09737,-3.18086,12.1203,14.3038,-28.2259
0.6935,0.439494,0.182789,0.566987,-0.138218,-0.00778503,0.411321,0.900916,-0.259636,0.0998422,0.843543,-0.177027,0.846437,0.0337476,0.743744,0.877731,-1.73204,-1.3519,-1.14322,-3.17356,12.2497,14.4565,-28.5273
0.69825,0.438637,0.186796,0.567111,-0.135704,-0.00599739,0.407749,0.902934,-0.25393,0.100003,0.835562,-0.183428,0.840899,0.0186941,0.802151,0.94666,-1.86806,-1.34293,-1.18875,-3.16445,12.3355,14.5577,-28.7271
0.703,0.437751,0.190777,0.567164,-0.132997,-0.0040741,0.403895,0.905077,-0.247794,0.100226,0.826978,-0.189784,0.835145,0.00368811,0.860864,1.01595,-2.00479,-1.33326,-1.23394,-3.15355,12.379,14.6091,-28.8283
0.70775,0.436835,0.19473,0.567146,-0.130093,-0.00201471,0.399754,0.907341,-0.241227,0.100524,0.817788,-0.196092,0.829177,-0.0112619,0.919686,1.08537,-2.14178,-1.3229,-1.27879,-3.14089,12.3815,14.612,-28.8341
0.7125,0.435888,0.198654,0.567057,-0.126992,0.000180775,0.395325,0.90972,-0.234228,0.100907,0.807993,-0.20235,0.822997,-0.0261477,0.978425,1.15469,-2.27857,-1.31185,-1.32328,-3.12652,12.3443,14.5681,-28.7476
0.71725,0.434912,0.202548,0.566898,-0.123695,0.00251185,0.390605,0.912207,-0.226802,0.101388,0.797596,-0.208554,0.816606,-0.0409611,1.0369,1.2237,-2.41474,-1.30014,-1.36741,-3.11046,12.2688,14.479,-28.5717
0.722,0.433907,0.206411,0.566668,-0.1202,0.00497758,0.385593,0.914792,-0.218952,0.101981,0.786601,-0.2147,0.810007,-0.0556944,1.09492,1.29217,-2.54987,-1.28777,-1.41116,-3.09275,12.1563,14.3463,-28.3097
0.72675,0.432873,0.210243,0.566369,-0.11651,0.00757657,0.380289,0.917468,-0.210684,0.102698,0.775016,-0.220787,0.803201,-0.0703397,1.15232,1.35992,-2.68355,-1.27477,-1.45452,-3.07343,12.0081,14.1714,-27.9646
0.7315,0.43181,0.214041,0.566,-0.112626,0.010307,0.374693,0.920225,-0.202005,0.103555,0.762848,-0.22681,0.79619,-0.0848895,1.20894,1.42674,-2.8154,-1.26115,-1.49749,-3.05252,11.8255,13.9559,-27.5395
0.73625,0.430718,0.217806,0.565563,-0.10855,0.0131666,0.368806,0.923053,-0.192924,0.104565,0.750109,-0.232767,0.788976,-0.0993362,1.26461,1.49244,-2.94505,-1.24692,-1.54005,-3.03007,11.6099,13.7015,-27.0374
0.741,0.429599,0.221536,0.565057,-0.104284,0.0161528,0.362629,0.925939,-0.183452,0.105743,0.736812,-0.238655,0.78156,-0.113673,1.31919,1.55684,-3.07214,-1.23209,-1.58219,-3.0061,11.3626,13.4096,-26.4615
0.74575,0.428451,0.225231,0.564483,-0.0998314,0.0192623,0.356167,0.928874,-0.173601,0.107103,0.722969,-0.244471,0.773945,-0.127892,1.37251,1.61977,-3.19632,-1.21669,-1.62391,-2.98066,11.0849,13.0819,-25.8148
0.7505,0.427276,0.228888,0.563842,-0.0951966,0.0224919,0.349422,0.931846,-0.163384,0.108659,0.708598,-0.250212,0.766134,-0.141987,1.42445,1.68106,-3.31727,-1.20072,-1.66518,-2.95377,10.7782,12.7199,-25.1004
0.75525,0.426074,0.232508,0.563134,-0.0903834,0.0258376,0.342398,0.934841,-0.152816,0.110427,0.693716,-0.255877,0.758127,-0.15595,1.47486,1.74056,-3.43468,-1.18421,-1.70601,-2.92548,10.4437,12.3252,-24.3214
0.76,0.424845,0.23609,0.562361,-0.0853968,0.0292953,0.3351,0.937847,-0.141913,0.112419,0.678342,-0.261461,0.749927,-0.169777,1.52362,1.7981,-3.54823,-1.16716,-1.74638,-2.89581,10.0828,11.8992,-23.4809
0.76475,0.42359,0.239632,0.561522,-0.080242,0.0328603,0.327535,0.940852,-0.130693,0.114648,0.662497,-0.266964,0.741537,-0.183459,1.57061,1.85356,-3.65765,-1.14959,-1.78628,-2.8648,9.69679,11.4437,-22.582
0.7695,0.422309,0.243134,0.560618,-0.074925,0.0365278,0.319708,0.943843,-0.119175,0.117129,0.646204,-0.272382,0.732958,-0.19699,1.6157,1.90678,-3.76267,-1.13152,-1.8257,-2.83249,9.28702,10.9601,-21.6277
0.77425,0.421003,0.246595,0.55965,-0.0694521,0.0402925,0.311627,0.946806,-0.107378,0.119872,0.629485,-0.277713,0.724194,-0.210365,1.6588,1.95763,-3.86303,-1.11296,-1.86463,-2.7989,8.85481,10.45,-20.6212
0.779,0.419671,0.250014,0.55862,-0.0638301,0.044149,0.303301,0.949729,-0.0953239,0.122888,0.612367,-0.282954,0.715245,-0.223578,1.69979,2.00601,-3.9585,-1.09392,-1.90306,-2.76408,8.40148,9.91502,-19.5655
0.78375,0.418315,0.25339,0.557527,-0.0580664,0.0480914,0.294737,0.952599,-0.0830341,0.126187,0.594873,-0.288104,0.706115,-0.236622,1.73858,2.05179,-4.04883,-1.07442,-1.94098,-2.72805,7.92835,9.35666,-18.4637
0.7885,0.416934,0.256722,0.556372,-0.0521686,0.0521137,0.285947,0.955404,-0.0705318,0.129778,0.577033,-0.29316,0.696807,-0.249492,1.77508,2.09486,-4.13383,-1.05447,-1.97838,-2.69086,7.43676,8.77651,-17.3188
0.79325,0.41553,0.260009,0.555157,-0.0461449,0.0562095,0.276939,0.958131,-0.0578405,0.133669,0.558873,-0.298121,0.687322,-0.262183,1.8092,2.13513,-4.2133,-1.03409,-2.01525,-2.65253,6.92802,8.17612,-16.1341
0.798,0.414102,0.263251,0.553882,-0.040004,0.0603723,0.267726,0.960769,-0.0449845,0.137864,0.540422,-0.302984,0.677663,-0.27469,1.84087,2.17251,-4.28705,-1.0133,-2.05158,-2.61311,6.40346,7.55706,-14.9125
0.80275,0.412652,0.266447,0.552548,-0.0337547,0.0645954,0.25832,0.963306,-0.0319888,0.14237,0.52171,-0.307747,0.667832,-0.287006,1.87001,2.2069,-4.35491,-0.992104,-2.08736,-2.57262,5.8644,6.92089,-13.6571
0.8075,0.411179,0.269595,0.551155,-0.0274064,0.0688718,0.248731,0.965732,-0.0188785,0.147188,0.502766,-0.312408,0.657834,-0.299128,1.89656,2.23823,-4.41674,-0.97052,-2.12257,-2.5311,5.31217,6.26917,-12.3711
0.81225,0.409684,0.272696,0.549706,-0.0209687,0.0731945,0.238975,0.968036,-0.0056793,0.15232,0.483621,-0.316966,0.647669,-0.31105,1.92046,2.26643,-4.47239,-0.948563,-2.15721,-2.48859,4.74809,5.60347,-11.0574
0.817,0.408168,0.275748,0.548201,-0.0144515,0.0775563,0.229065,0.970209,0.00758314,0.157766,0.464305,-0.321419,0.637341,-0.322768,1.94165,2.29145,-4.52175,-0.926248,-2.19127,-2.44512,4.17349,4.92535,-9.71928
0.82175,0.406631,0.27875,0.54664,-0.00786502,0.08195,0.219014,0.972242,0.0208831,0.163523,0.444849,-0.325765,0.626853,-0.334277,1.96009,2.31321,-4.56469,-0.90359,-2.22474,-2.40072,3.58969,4.23637,-8.35971
0.8265,0.405073,0.281703,0.545025,-0.00121966,0.086368,0.208839,0.974128,0.0341949,0.169588,0.425284,-0.330002,0.616207,-0.345573,1.97574,2.33168,-4.60114,-0.880602,-2.2576,-2.35542,2.99801,3.5381,-6.9818
0.83125,0.403496,0.284604,0.543358,0.00547398,0.0908032,0.198554,0.975859,0.0474931,0.175955,0.405641,-0.33413,0.605406,-0.356652,1.98856,2.34681,-4.631,-0.857301,-2.28985,-2.30927,2.39978,2.8321,-5.58863
0.836,0.401899,0.287454,0.541638,0.0122051,0.0952479,0.188175,0.97743,0.0607528,0.182616,0.38595,-0.338146,0.594454,-0.36751,1.99853,2.35857,-4.65421,-0.8337,-2.32147,-2.2623,1.79632,2.11993,-4.18329
0.84075,0.400284,0.290251,0.539867,0.018963,0.0996949,0.177718,0.978835,0.0739492,0.189563,0.366242,-0.34205,0.583354,-0.378143,2.00562,2.36694,-4.67072,-0.809813,-2.35246,-2.21454,1.18896,1.40315,-2.76886
0.8455,0.39865,0.292995,0.538046,0.0257365,0.104137,0.1672,0.98007,0.0870585,0.196784,0.346546,-0.345839,0.572107,-0.388547,2.00982,2.3719,-4.6805,-0.785657,-2.38281,-2.16602,0.579017,0.683328,-1.34842
0.85025,0.396999,0.295686,0.536176,0.0325147,0.108566,0.156639,0.981132,0.100057,0.204267,0.326893,-0.349513,0.560718,-0.398719,2.01112,2.37343,-4.68353,-0.761245,-2.4125,-2.11679,-0.032178,-0.0379749,0.0749365
0.855,0.39533,0.298322,0.534258,0.0392865,0.112976,0.14605,0.98202,0.112923,0.211998,0.30731,-0.35307,0.549189,-0.408656,2.00952,2.37154,-4.67979,-0.736593,-2.44152,-2.06687,-0.643303,-0.759195,1.49813
0.85975,0.393645,0.300903,0.532294,0.0460412,0.117359,0.135451,0.982731,0.125634,0.219961,0.287827,-0.35651,0.537525,-0.418353,2.00501,2.36622,-4.6693,-0.711714,-2.46987,-2.0163,-1.25303,-1.47877,2.91808
0.8645,0.391943,0.303428,0.530284,0.0527676,0.121708,0.124859,0.983266,0.13817,0.228139,0.268471,-0.359831,0.525727,-0.427809,1.99762,2.35749,-4.65208,-0.686623,-2.49753,-1.96511,-1.86005,-2.19514,4.3317
0.86925,0.390226,0.305897,0.52823,0.0594551,0.126016,0.114293,0.983627,0.150511,0.236514,0.249269,-0.363033,0.513799,-0.437021,1.98735,2.34537,-4.62817,-0.661336,-2.5245,-1.91334,-2.46302,-2.90673,5.73591
0.874,0.388495,0.308309,0.526133,0.066093,0.130278,0.103769,0.983815,0.162638,0.245067,0.230247,-0.366114,0.501745,-0.445985,1.97423,2.32989,-4.59761,-0.635866,-2.55076,-1.86102,-3.06062,-3.612,7.12762
0.87875,0.386748,0.310664,0.523994,0.0726709,0.134486,0.0933037,0.983833,0.174535,0.253777,0.21143,-0.369073,0.489568,-0.4547,1.95828,2.31107,-4.56048,-0.610229,-2.5763,-1.80819,-3.65153,-4.30936,8.50374
0.8835,0.384989,0.31296,0.521814,0.0791786,0.138634,0.0829154,0.983685,0.186184,0.262622,0.192843,-0.371911,0.477271,-0.463162,1.93955,2.28896,-4.51685,-0.584439,-2.60111,-1.75488,-4.23443,-4.99727,9.8612
0.88825,0.383216,0.315198,0.519594,0.0856061,0.142716,0.0726207,0.983377,0.197572,0.27158,0.17451,-0.374625,0.464859,-0.47137,1.91807,2.26362,-4.46683,-0.55851,-2.62519,-1.70113,-4.80799,-5.67416,11.1969
0.893,0.38143,0.317376,0.517336,0.0919437,0.146727,0.062436,0.982914,0.208683,0.280628,0.156452,-0.377216,0.452333,-0.479322,1.89389,2.23508,-4.41052,-0.532458,-2.64852,-1.64697,-5.37088,-6.33846,12.5078
0.89775,0.379632,0.319495,0.515041,0.0981821,0.150662,0.0523778,0.982302,0.219507,0.289743,0.138693,-0.379683,0.439699,-0.487016,1.86707,2.20342,-4.34805,-0.506297,-2.67109,-1.59244,-5.92179,-6.98861,13.7907
0.9025,0.377823,0.321553,0.51271,0.104312,0.154514,0.0424621,0.98155,0.23003,0.298899,0.121253,-0.382026,0.426959,-0.49445,1.83766,2.16871,-4.27956,-0.480042,-2.69289,-1.53756,-6.45938,-7.62305,15.0427
0.90725,0.376003,0.32355,0.510344,0.110326,0.15828,0.0327042,0.980666,0.240245,0.308074,0.104151,-0.384244,0.414118,-0.501622,1.80573,2.13103,-4.2052,-0.453707,-2.71391,-1.48238,-6.98234,-8.24022,16.2606
0.912,0.374173,0.325487,0.507945,0.116214,0.161955,0.0231193,0.979658,0.250141,0.317243,0.0874084,-0.386336,0.401178,-0.508532,1.77135,2.09046,-4.12514,-0.427308,-2.73415,-1.42692,-7.48934,-8.83855,17.4413
0.91675,0.372333,0.327362,0.505513,0.121969,0.165535,0.0137218,0.978536,0.259711,0.326381,0.0710418,-0.388303,0.388145,-0.515178,1.7346,2.0471,-4.03957,-0.400858,-2.75358,-1.37123,-7.97905,-9.41649,18.5817
0.9215,0.370484,0.329174,0.503051,0.127583,0.169016,0.00452566,0.97731,0.268949,0.335464,0.0550691,-0.390144,0.375021,-0.521558,1.69558,2.00104,-3.94868,-0.374372,-2.7722,-1.31533,-8.45015,-9.97246,19.6788
0.92625,0.368627,0.330924,0.500559,0.133051,0.172394,-0.00445594,0.975991,0.277851,0.344467,0.0395068,-0.39186,0.36181,-0.527673,1.65436,1.9524,-3.8527,-0.347866,-2.79,-1.25927,-8.90132,-10.5049,20.7295
0.931,0.366762,0.332611,0.498039,0.138364,0.175666,-0.0132104,0.974588,0.286411,0.353368,0.0243706,-0.393449,0.348517,-0.533521,1.61105,1.90128,-3.75183,-0.321353,-2.80698,-1.20308,-9.33123,-11.0123,21.7307
0.93575,0.364889,0.334235,0.495491,0.143518,0.17883,-0.0217257,0.973114,0.294627,0.362144,0.00967511,-0.394912,0.335145,-0.539102,1.56575,1.84782,-3.64634,-0.294848,-2.82311,-1.14678,-9.73856,-11.493,22.6793
0.9405,0.36301,0.335795,0.492918,0.148507,0.181882,-0.0299909,0.971579,0.302498,0.37077,-0.00456579,-0.39625,0.321699,-0.544416,1.51857,1.79214,-3.53647,-0.268367,-2.83838,-1.09042,-10.122,-11.9455,23.5722
0.94525,0.361125,0.337291,0.490319,0.153325,0.184822,-0.0379954,0.969994,0.310022,0.379227,-0.0183392,-0.397462,0.308182,-0.549461,1.46963,1.73439,-3.42249,-0.241923,-2.8528,-1.03403,-10.4802,-12.3682,24.4064
0.95,0.359235,0.338723,0.487698,0.157968,0.187646,-0.0457298,0.968372,0.317199,0.387494,-0.0316331,-0.398548,0.294598,-0.554239,1.41905,1.6747,-3.3047,-0.215532,-2.86635,-0.977642,-10.8118,-12.7596,25.1787
0.95475,0.357339,0.340089,0.485055,0.162433,0.190353,-0.0531853,0.966723,0.324032,0.395549,-0.0444365,-0.39951,0.280953,-0.558749,1.36696,1.61322,-3.1834,-0.189208,-2.87901,-0.921294,-11.1156,-13.1181,25.8861
0.9595,0.35544,0.341391,0.48239,0.166715,0.192942,-0.060354,0.965058,0.330521,0.403375,-0.0567394,-0.400346,0.267249,-0.562991,1.3135,1.55013,-3.05889,-0.162965,-2.89078,-0.865018,-11.3901,-13.4421,26.5255
0.96425,0.353536,0.342628,0.479707,0.170812,0.195413,-0.0672289,0.963389,0.33667,0.410953,-0.0685327,-0.401058,0.253492,-0.566967,1.2588,1.48558,-2.93152,-0.136819,-2.90164,-0.808851,-11.6342,-13.7301,27.0938
0.969,0.35163,0.3438,0.477005,0.174721,0.197764,-0.073804,0.961725,0.342483,0.418268,-0.0798086,-0.401646,0.239685,-0.570676,1.20302,1.41975,-2.80162,-0.110784,-2.9116,-0.752825,-11.8463,-13.9805,27.5879
0.97375,0.349721,0.344905,0.474286,0.178441,0.199995,-0.0800739,0.960078,0.347962,0.425305,-0.0905601,-0.402111,0.225833,-0.574119,1.14632,1.35283,-2.66956,-0.0848748,-2.92063,-0.696975,-12.0253,-14.1917,28.0048
0.9785,0.34781,0.345945,0.471551,0.18197,0.202106,-0.0860345,0.958456,0.353114,0.432048,-0.100782,-0.402452,0.211941,-0.577297,1.08884,1.285,-2.5357,-0.0591057,-2.92872,-0.641337,-12.1698,-14.3622,28.3413
