t,q0,q1,q2,q3,q4,q5,qdot0,qdot1,qdot2,qdot3,qdot4,qdot5,qddot0,qddot1,qddot2,qddot3,qddot4,qddot5,jerk0,jerk1,jerk2,jerk3,jerk4,jerk5
0.9405,0.890648,-0.0329829,-0.0219082,-0.2473,0.192565,0.199552,0.482928,1.42453,-1.56343,-1.42264,-0.658144,2.3003,-5.15393,1.59631,3.40759,3.99908,0.0281088,-2.70546,-6.20553,-22.2393,46.9179,39.8226,19.4265,-52.9192
0.94525,0.892884,-0.0261988,-0.0292953,-0.254012,0.189439,0.210447,0.458378,1.43186,-1.54672,-1.4032,-0.657792,2.28685,-5.18261,1.49069,3.62935,4.18715,0.120126,-2.95578,-5.86785,-22.2287,46.4481,39.3598,19.3155,-52.4725
0.95,0.895003,-0.019381,-0.0366004,-0.260629,0.186317,0.221276,0.433695,1.43869,-1.52895,-1.38287,-0.657004,2.27222,-5.20967,1.38515,3.8488,4.37295,0.211585,-3.20389,-5.52554,-22.2055,45.9461,38.8698,19.1915,-51.9913
0.95475,0.897004,-0.012532,-0.0438187,-0.267148,0.183199,0.232032,0.408888,1.44502,-1.51016,-1.36166,-0.655783,2.25642,-5.23509,1.27976,4.06579,4.55636,0.302425,-3.44964,-5.17861,-22.1697,45.4121,38.3525,19.0547,-51.4757
0.9595,0.898887,-0.00565412,-0.0509452,-0.273563,0.180087,0.24271,0.383965,1.45085,-1.49033,-1.33959,-0.654132,2.23945,-5.25886,1.17456,4.28016,4.73726,0.392584,-3.69286,-4.82706,-22.1213,44.8459,37.8079,18.9049,-50.9256
0.96425,0.900651,0.00125027,-0.0579752,-0.279872,0.176985,0.253305,0.358932,1.45618,-1.4695,-1.31666,-0.652054,2.22134,-5.28094,1.06962,4.49177,4.9155,0.482001,-3.93338,-4.47089,-22.0603,44.2477,37.2362,18.7421,-50.3409
0.969,0.902297,0.0081788,-0.0649039,-0.28607,0.173894,0.263811,0.333798,1.46101,-1.44767,-1.29289,-0.649554,2.20209,-5.30132,0.965007,4.70047,5.09096,0.570614,-4.17104,-4.11009,-21.9866,43.6174,36.6371,18.5665,-49.7218
0.97375,0.903822,0.0151291,-0.0717265,-0.292153,0.170815,0.274223,0.308572,1.46535,-1.42485,-1.2683,-0.646635,2.18172,-5.31998,0.860771,4.90609,5.26351,0.658362,-4.40568,-3.74468,-21.9003,42.955,36.0109,18.3779,-49.0683
0.9785,0.905228,0.0220988,-0.0784384,-0.298118,0.167751,0.284535,0.283261,1.46919,-1.40106,-1.2429,-0.643301,2.16024,-5.33689,0.756974,5.10849,5.43302,0.745184,-4.63714,-3.37464,-21.8014,42.2606,35.3574,18.1764,-48.3802
0.98325,0.906513,0.0290856,-0.0850351,-0.30396,0.164704,0.294743,0.257874,1.47254,-1.37632,-1.21669,-0.639557,2.13767,-5.35203,0.653677,5.30751,5.59936,0.831017,-4.86524,-2.99999,-21.6899,41.534,34.6767,17.962,-47.6577
0.988,0.907678,0.0360872,-0.091512,-0.309675,0.161676,0.304841,0.23242,1.4754,-1.35065,-1.18971,-0.635408,2.11403,-5.36538,0.55094,5.50301,5.7624,0.915802,-5.08983,-2.62071,-21.5658,40.7754,33.9687,17.7346,-46.9006
0.99275,0.908721,0.0431012,-0.0978648,-0.315261,0.158668,0.314825,0.206906,1.47778,-1.32405,-1.16196,-0.630859,2.08932,-5.37692,0.448822,5.69483,5.92202,0.999476,-5.31074,-2.23681,-21.4291,39.9847,33.2335,17.4944,-46.1091
0.9975,0.909643,0.0501253,-0.104089,-0.320713,0.155683,0.324688,0.181342,1.47967,-1.29655,-1.13345,-0.625915,2.06358,-5.38663,0.347384,5.88281,6.07808,1.08198,-5.52781,-1.84829,-21.2797,39.1619,32.4711,17.2412,-45.2831
1.00225,0.910444,0.0571572,-0.110181,-0.326027,0.152723,0.334427,0.155736,1.48108,-1.26817,-1.10422,-0.620582,2.03682,-5.39447,0.246685,6.06682,6.23045,1.16325,-5.74088,-1.45514,-21.1177,38.307,31.6814,16.975,-44.4227
1.007,0.911123,0.0641947,-0.116135,-0.331202,0.149789,0.344036,0.130097,1.48201,-1.23892,-1.07427,-0.614866,2.00905,-5.40044,0.146785,6.24668,6.37901,1.24322,-5.94977,-1.05738,-20.9431,37.42,30.8645,16.696,-43.5277
1.01175,0.91168,0.0712356,-0.121949,-0.336232,0.146882,0.353512,0.104435,1.48247,-1.20883,-1.04363,-0.608774,1.9803,-5.40451,0.0477452,6.42225,6.52362,1.32184,-6.15434,-0.654993,-20.7559,36.501,30.0203,16.404,-42.5983
1.0165,0.912115,0.0782775,-0.127618,-0.341115,0.144006,0.362848,0.0787576,1.48247,-1.17792,-1.0123,-0.602311,1.95059,-5.40666,-0.0503757,6.59339,6.66416,1.39904,-6.3544,-0.247985,-20.5561,35.5498,29.1489,16.099,-41.6344
1.02125,0.912428,0.0853183,-0.133138,-0.345848,0.141161,0.372041,0.0530747,1.482,-1.1462,-0.980323,-0.595485,1.91994,-5.40686,-0.147517,6.75993,6.80049,1.47476,-6.54981,0.163643,-20.3436,34.5666,28.2503,15.7812,-40.636
1.026,0.912619,0.0923557,-0.138506,-0.350427,0.138349,0.381086,0.0273955,1.48107,-1.11371,-0.947705,-0.588303,1.88837,-5.4051,-0.24362,6.92172,6.93249,1.54894,-6.74039,0.579893,-20.1185,33.5513,27.3244,15.4504,-39.6031
1.03075,0.912688,0.0993877,-0.143717,-0.35485,0.135573,0.389979,0.00172944,1.47968,-1.08046,-0.914471,-0.580773,1.85591,-5.40134,-0.338624,7.07861,7.06003,1.62152,-6.92598,1.00076,-19.8808,32.5039,26.3713,15.1067,-38.5357
1.0355,0.912635,0.106412,-0.148769,-0.359113,0.132832,0.398716,-0.0239141,1.47785,-1.04647,-0.880642,-0.572901,1.82259,-5.39558,-0.432468,7.23046,7.18298,1.69243,-7.10643,1.42626,-19.6305,31.4245,25.3909,14.7501,-37.4339
1.04025,0.912461,0.113427,-0.153657,-0.363215,0.130131,0.407292,-0.0495254,1.47558,-1.01177,-0.84624,-0.564697,1.78841,-5.38779,-0.525094,7.3771,7.3012,1.76162,-7.28155,1.85637,-19.3676,30.3129,24.3833,14.3806,-36.2976
1.045,0.912165,0.120429,-0.15838,-0.367152,0.127468,0.415704,-0.0750948,1.47286,-0.976395,-0.811288,-0.556169,1.75342,-5.37794,-0.61644,7.51838,7.41457,1.82903,-7.4512,2.29111,-19.0921,29.1693,23.3485,13.9981,-35.1268
1.04975,0.911748,0.127418,-0.162932,-0.370921,0.124847,0.423948,-0.100613,1.46972,-0.940358,-0.77581,-0.547325,1.71763,-5.36601,-0.706448,7.65415,7.52297,1.89458,-7.6152,2.73046,-18.8039,27.9936,22.2864,13.6027,-33.9215
1.0545,0.911209,0.134391,-0.167312,-0.374521,0.122269,0.43202,-0.126069,1.46616,-0.90369,-0.739828,-0.538173,1.68108,-5.35199,-0.795058,7.78427,7.62625,1.95823,-7.7734,3.17444,-18.5031,26.7858,21.1971,13.1943,-32.6817
1.05925,0.91055,0.141346,-0.171516,-0.377949,0.119735,0.439917,-0.151453,1.46217,-0.866417,-0.703369,-0.528724,1.6438,-5.33585,-0.882208,7.90857,7.7243,2.01991,-7.92562,3.62304,-18.1897,25.5459,20.0806,12.7731,-31.4075
1.064,0.90977,0.148281,-0.175542,-0.381203,0.117247,0.447635,-0.176756,1.45778,-0.828568,-0.666456,-0.518987,1.6058,-5.31757,-0.96784,8.0269,7.81698,2.07956,-8.07171,4.07626,-17.8637,24.2739,18.9368,12.3389,-30.0988
1.06875,0.908871,0.155194,-0.179387,-0.38428,0.114805,0.455171,-0.201967,1.45298,-0.790171,-0.629116,-0.508972,1.56712,-5.29712,-1.05189,8.13912,7.90415,2.13711,-8.21151,4.53411,-17.5251,22.9699,17.7658,11.8918,-28.7555
1.0735,0.907852,0.162084,-0.183048,-0.387179,0.112412,0.462522,-0.227075,1.44779,-0.751256,-0.591375,-0.498688,1.5278,-5.27448,-1.13431,8.24506,7.98571,2.19251,-8.34484,4.99657,-17.1738,21.6337,16.5675,11.4317,-27.3779
1.07825,0.906714,0.168947,-0.186523,-0.389897,0.110068,0.469684,-0.252071,1.44221,-0.711853,-0.553261,-0.488147,1.48786,-5.24964,-1.21503,8.34459,8.0615,2.24569,-8.47154,5.46366,-16.81,20.2655,15.342,10.9588,-25.9657
1.083,0.905457,0.175784,-0.18981,-0.392434,0.107775,0.476656,-0.276943,1.43625,-0.671993,-0.5148,-0.477358,1.44733,-5.22257,-1.29398,8.43754,8.13141,2.29659,-8.59146,5.93536,-16.4335,18.8652,14.0893,10.4729,-24.519
1.08775,0.904083,0.182591,-0.192906,-0.394787,0.105534,0.483433,-0.301682,1.42992,-0.631707,-0.476022,-0.466333,1.40625,-5.19325,-1.37112,8.52376,8.19531,2.34516,-8.70442,6.41169,-16.0444,17.4328,12.8093,9.97404,-23.0379
1.0925,0.902592,0.189368,-0.19581,-0.396956,0.103345,0.490014,-0.326275,1.42322,-0.591028,-0.436955,-0.455083,1.36465,-5.16165,-1.44638,8.6031,8.25306,2.39133,-8.81026,6.89264,-15.6427,15.9684,11.5021,9.46228,-21.5223
1.09725,0.900984,0.196111,-0.19852,-0.398938,0.101211,0.496397,-0.350714,1.41618,-0.549989,-0.397628,-0.443619,1.32257,-5.12776,-1.51971,8.67541,8.30454,2.43503,-8.90882,7.37821,-15.2283,14.4718,10.1677,8.93761,-19.9722
1.102,0.89926,0.202821,-0.201035,-0.400733,0.0991312,0.502578,-0.374985,1.40879,-0.508623,-0.358072,-0.431954,1.28003,-5.09155,-1.59104,8.74053,8.34961,2.47622,-8.99995,7.8672,-14.8028,12.948,8.81017,8.40178,-18.3926
1.10675,0.897422,0.209494,-0.203352,-0.402339,0.0971075,0.508556,-0.39908,1.40107,-0.466965,-0.318317,-0.420099,1.23708,-5.05304,-1.66034,8.79844,8.38826,2.51486,-9.08358,8.34946,-14.3786,11.4371,7.46485,7.86971,-16.8254
1.1115,0.895469,0.21613,-0.20547,-0.403757,0.0951405,0.51433,-0.422986,1.39302,-0.425049,-0.278393,-0.408067,1.19375,-5.01225,-1.72764,8.84922,8.42056,2.55099,-9.15982,8.82271,-13.9584,9.94842,6.13963,7.34476,-15.2801
1.11625,0.893404,0.222727,-0.207389,-0.404984,0.0932311,0.519896,-0.446693,1.38466,-0.382909,-0.238331,-0.395869,1.15007,-4.96924,-1.79295,8.89298,8.44661,2.58464,-9.22878,9.28695,-13.5423,8.48179,4.83452,6.82693,-13.7567
1.121,0.891226,0.229284,-0.209108,-0.406021,0.09138,0.525255,-0.47019,1.37599,-0.340577,-0.19816,-0.383516,1.10609,-4.92404,-1.8563,8.92983,8.46652,2.61586,-9.29055,9.74219,-13.1302,7.03726,3.54952,6.31622,-12.2552
1.12575,0.888937,0.235799,-0.210625,-0.406866,0.0895879,0.530404,-0.493468,1.36703,-0.298086,-0.157909,-0.371022,1.06182,-4.8767,-1.91769,8.95987,8.48037,2.64466,-9.34524,10.1884,-12.7221,5.61482,2.28462,5.81262,-10.7755
1.1305,0.886538,0.24227,-0.211939,-0.407521,0.0878555,0.535342,-0.516515,1.35777,-0.255469,-0.117606,-0.358396,1.01732,-4.82726,-1.97716,8.98321,8.48825,2.67109,-9.39295,10.6256,-12.3181,4.21448,1.03982,5.31615,-9.31773
1.13525,0.884031,0.248697,-0.213051,-0.407983,0.0861833,0.540068,-0.539323,1.34825,-0.212756,-0.0772798,-0.34565,0.9726,-4.77577,-2.03472,8.99994,8.49028,2.69517,-9.43379,11.0538,-11.9181,2.83623,-0.184863,4.8268,-7.88181
1.14,0.881415,0.255078,-0.213961,-0.408255,0.084572,0.544581,-0.561882,1.33845,-0.16998,-0.0369576,-0.332795,0.927706,-4.72226,-2.09039,9.01019,8.48653,2.71695,-9.46786,11.473,-11.5221,1.48008,-1.38944,4.34456,-6.46776
1.14475,0.878693,0.261412,-0.214666,-0.408335,0.0830219,0.548881,-0.584182,1.32839,-0.12717,0.00333324,-0.319843,0.882666,-4.66679,-2.14419,9.01404,8.47711,2.73646,-9.49527,11.8832,-11.1302,0.146022,-2.57392,3.86944,-5.07558
1.1495,0.875866,0.267698,-0.215169,-0.408223,0.0815336,0.552966,-0.606213,1.31808,-0.0843562,0.0435661,-0.306803,0.837512,-4.60939,-2.19613,9.01161,8.46211,2.75372,-9.51611,12.2844,-10.7424,-1.16594,-3.73829,3.40145,-3.70528
1.15425,0.872935,0.273934,-0.215468,-0.407921,0.0801074,0.556837,-0.627968,1.30753,-0.0415691,0.0837146,-0.293686,0.792273,-4.5501,-2.24625,9.003,8.44163,2.76878,-9.5305,12.6766,-10.3585,-2.45581,-4.88255,2.94057,-2.35685
1.159,0.869901,0.280119,-0.215564,-0.407428,0.0787437,0.560493,-0.649436,1.29674,0.00116263,0.123753,-0.280503,0.746982,-4.48897,-2.29455,8.98831,8.41576,2.78167,-9.53854,13.0598,-9.97877,-3.72358,-6.00671,2.48681,-1.03029
1.16375,0.866765,0.286252,-0.215457,-0.406745,0.0774427,0.563933,-0.67061,1.28573,0.0438104,0.163656,-0.267263,0.701667,-4.42605,-2.34105,8.96766,8.3846,2.79242,-9.54032,13.4339,-9.60303,-4.96926,-7.11076,2.04017,0.274394
1.1685,0.86353,0.292333,-0.215148,-0.405874,0.0762048,0.567159,-0.691481,1.27451,0.0863461,0.203398,-0.253978,0.656358,-4.36137,-2.38578,8.94114,8.34824,2.80106,-9.53597,13.7991,-9.23133,-6.19284,-8.19471,1.60065,1.55721
1.17325,0.860197,0.29836,-0.214637,-0.404813,0.07503,0.570169,-0.712041,1.26307,0.128742,0.242956,-0.240657,0.611085,-4.29497,-2.42876,8.90886,8.30678,2.80764,-9.52556,14.1552,-8.86367,-7.39432,-9.25854,1.16824,2.81815
1.178,0.856767,0.304332,-0.213925,-0.403566,0.0739186,0.572964,-0.732281,1.25144,0.170971,0.282305,-0.227309,0.565875,-4.22691,-2.46999,8.87093,8.26031,2.81217,-9.50923,14.5024,-8.50005,-8.57371,-10.3023,0.742961,4.05721
1.18275,0.853241,0.310248,-0.213013,-0.402132,0.0728706,0.575545,-0.752194,1.23961,0.213007,0.321421,-0.213944,0.520757,-4.15721,-2.50951,8.82745,8.20894,2.81471,-9.48706,14.8405,-8.14047,-9.73101,-11.3259,0.324796,5.27441
1.1875,0.849621,0.316108,-0.211902,-0.400513,0.0718861,0.577911,-0.771772,1.2276,0.254823,0.360282,-0.200572,0.475757,-4.08594,-2.54733,8.77852,8.15275,2.81527,-9.45916,15.1696,-7.78494,-10.8662,-12.3294,-0.0862488,6.46973
1.19225,0.845909,0.32191,-0.210592,-0.39871,0.0709652,0.580065,-0.791008,1.21541,0.296395,0.398865,-0.187202,0.430903,-4.01312,-2.58348,8.72425,8.09184,2.8139,-9.42563,15.4897,-7.43344,-11.9793,-13.3128,-0.490175,7.64318
1.197,0.842107,0.327654,-0.209086,-0.396724,0.0701077,0.582005,-0.809894,1.20306,0.337696,0.437147,-0.173843,0.386222,-3.9388,-2.61796,8.66475,8.02631,2.81062,-9.38658,15.8008,-7.08599,-13.0703,-14.2762,-0.886982,8.79476
1.20175,0.838216,0.333339,-0.207385,-0.394557,0.0693136,0.583734,-0.828424,1.19054,0.378702,0.475108,-0.160504,0.34174,-3.86302,-2.6508,8.60012,7.95625,2.80548,-9.34211,16.1029,-6.74258,-14.1392,-15.2194,-1.27667,9.92446
1.2065,0.834238,0.338964,-0.205489,-0.392211,0.0685829,0.585252,-0.84659,1.17788,0.419389,0.512725,-0.147194,0.297481,-3.78583,-2.68202,8.53046,7.88176,2.79851,-9.29233,16.396,-6.40321,-15.1861,-16.1425,-1.65924,11.0323
1.21125,0.830174,0.344528,-0.203401,-0.389687,0.0679152,0.586561,-0.864387,1.16507,0.459733,0.549978,-0.133921,0.253471,-3.70727,-2.71164,8.45589,7.80293,2.78973,-9.23734,16.6801,-6.06788,-16.2108,-17.0454,-2.03469,12.1182
1.216,0.826027,0.350032,-0.201122,-0.386987,0.0673105,0.587661,-0.881807,1.15212,0.499712,0.586846,-0.120694,0.209734,-3.62739,-2.73967,8.3765,7.71986,2.77919,-9.17724,16.9552,-5.73659,-17.2134,-17.9283,-2.40302,13.1823
1.22075,0.821797,0.355473,-0.198654,-0.384113,0.0667685,0.588554,-0.898845,1.13904,0.539303,0.62331,-0.107522,0.166295,-3.54621,-2.76614,8.2924,7.63264,2.76691,-9.11214,17.2212,-5.40934,-18.1939,-18.7911,-2.76423,14.2245
1.2255,0.817488,0.360853,-0.195999,-0.381066,0.066289,0.589241,-0.915494,1.12584,0.578483,0.659349,-0.0944112,0.123176,-3.4638,-2.79107,8.20369,7.54137,2.75294,-9.04214,17.4783,-5.08613,-19.1524,-19.6338,-3.11832,15.2449
1.23025,0.813101,0.366169,-0.193159,-0.377849,0.0658715,0.589724,-0.931749,1.11253,0.61723,0.694946,-0.0813713,0.080402,-3.38019,-2.81446,8.11048,7.44615,2.7373,-8.96735,17.7263,-4.76696,-20.0887,-20.4564,-3.4653,16.2434
1.235,0.808637,0.371421,-0.190137,-0.374465,0.0655158,0.590005,-0.947604,1.09911,0.655525,0.730082,-0.0684095,0.037994,-3.29541,-2.83636,8.01288,7.34707,2.72003,-8.88787,17.9654,-4.45183,-21.003,-21.2588,-3.80515,17.2199
1.23975,0.804099,0.37661,-0.186933,-0.370914,0.0652215,0.590086,-0.963054,1.08559,0.693346,0.764738,-0.0555335,-0.00402548,-3.20953,-2.85676,7.91099,7.24422,2.70116,-8.8038,18.1954,-4.14075,-21.8951,-22.0412,-4.13789,18.1747
1.2445,0.799489,0.381734,-0.183551,-0.367201,0.0649881,0.589968,-0.978093,1.07197,0.730673,0.798896,-0.0427509,-0.045635,-3.12257,-2.8757,7.80491,7.13771,2.68073,-8.71524,18.4164,-3.83371,-22.7652,-22.8034,-4.46351,19.1075
1.24925,0.794808,0.386794,-0.179992,-0.363326,0.0648152,0.589653,-0.992717,1.05827,0.767486,0.83254,-0.030069,-0.0868134,-3.03459,-2.89319,7.69475,7.02762,2.65877,-8.62231,18.6284,-3.5307,-23.6132,-23.5456,-4.782,20.0185
1.254,0.790059,0.391788,-0.17626,-0.359292,0.0647023,0.589144,-1.00692,1.04449,0.803767,0.865653,-0.0174949,-0.12754,-2.94562,-2.90925,7.58062,6.91406,2.63531,-8.5251,18.8314,-3.23174,-24.439,-24.2676,-5.09338,20.9076
1.25875,0.785243,0.396716,-0.172357,-0.355103,0.0646488,0.588442,-1.0207,1.03064,0.839496,0.898218,-0.00503579,-0.167795,-2.8557,-2.9239,7.46262,6.79711,2.6104,-8.42372,19.0254,-2.93682,-25.2428,-24.9695,-5.39764,21.7748
1.2635,0.780363,0.401579,-0.168286,-0.35076,0.0646543,0.58755,-1.03405,1.01671,0.874656,0.93022,0.00730158,-0.207559,-2.76489,-2.93716,7.34085,6.67688,2.58405,-8.31828,19.2104,-2.64594,-26.0245,-25.6514,-5.69478,22.6202
1.26825,0.77542,0.406375,-0.164049,-0.346267,0.064718,0.586471,-1.04696,1.00273,0.909228,0.961644,0.0195105,-0.246813,-2.67322,-2.94904,7.21542,6.55346,2.55631,-8.20886,19.3864,-2.3591,-26.7841,-26.3131,-5.9848,23.4437
1.273,0.770417,0.411105,-0.159649,-0.341625,0.0648394,0.585207,-1.05944,0.988701,0.943197,0.992473,0.0315843,-0.285537,-2.58073,-2.95957,7.08644,6.42694,2.5272,-8.09559,19.5533,-2.0763,-27.5215,-26.9547,-6.26771,24.2453
1.27775,0.765356,0.415768,-0.15509,-0.336839,0.0650178,0.583759,-1.07148,0.974621,0.976544,1.02269,0.0435168,-0.323715,-2.48748,-2.96877,6.954,6.29742,2.49677,-7.97857,19.7113,-1.79754,-28.2369,-27.5762,-6.54349,25.025
1.2825,0.760239,0.420363,-0.150373,-0.331911,0.0652526,0.582132,-1.08307,0.9605,1.00925,1.05229,0.0553016,-0.361328,-2.39349,-2.97666,6.81822,6.16499,2.46505,-7.85789,19.8603,-1.52282,-28.9302,-28.1776,-6.81215,25.7829
1.28725,0.755068,0.424892,-0.145503,-0.326843,0.0655429,0.580328,-1.09422,0.946345,1.04131,1.08126,0.0669328,-0.398359,-2.29882,-2.98325,6.6792,6.02976,2.43207,-7.73367,20.0002,-1.25215,-29.6014,-28.7589,-7.0737,26.5189
1.292,0.749845,0.429354,-0.140482,-0.32164,0.0658882,0.578349,-1.10491,0.932161,1.0727,1.10957,0.0784044,-0.434792,-2.2035,-2.98856,6.53704,5.89182,2.39786,-7.606,20.1311,-0.985512,-30.2505,-29.3201,-7.32812,27.233
1.29675,0.744572,0.433748,-0.135313,-0.316304,0.0662875,0.576198,-1.11515,0.917955,1.10341,1.13723,0.0897106,-0.470611,-2.10759,-2.99261,6.39185,5.75125,2.36246,-7.47499,20.2531,-0.722918,-30.8776,-29.8612,-7.57543,27.9253
1.3015,0.739251,0.438074,-0.13,-0.310837,0.0667402,0.573879,-1.12493,0.903733,1.13342,1.16421,0.100846,-0.505799,-2.01111,-2.99543,6.24374,5.60817,2.32591,-7.34074,20.366,-0.464365,-31.4825,-30.3822,-7.81562,28.5956
1.30625,0.733886,0.442333,-0.124547,-0.305245,0.0672453,0.571394,-1.13425,0.889501,1.16272,1.1905,0.111805,-0.540343,-1.91412,-2.99703,6.09281,5.46265,2.28823,-7.20336,20.4699,-0.209853,-32.0653,-30.8831,-8.04869,29.2441
1.311,0.728477,0.446524,-0.118956,-0.299529,0.067802,0.568747,-1.14311,0.875263,1.1913,1.2161,0.122582,-0.574227,-1.81666,-2.99743,5.93916,5.31481,2.24946,-7.06296,20.5648,0.0406187,-32.626,-31.3638,-8.27464,29.8708
1.31575,0.723027,0.450648,-0.113231,-0.293693,0.0684095,0.56594,-1.15151,0.861027,1.21914,1.24099,0.133173,-0.607436,-1.71877,-2.99665,5.78289,5.16473,2.20963,-6.91963,20.6507,0.287049,-33.1646,-31.8245,-8.49347,30.4755
1.3205,0.717538,0.454704,-0.107375,-0.28774,0.0690669,0.562977,-1.15944,0.846797,1.24623,1.26516,0.143572,-0.639959,-1.6205,-2.99471,5.62413,5.01251,2.16878,-6.77347,20.7276,0.529439,-33.6812,-32.265,-8.70518,31.0584
1.32525,0.712013,0.458693,-0.101393,-0.281675,0.0697731,0.559861,-1.16691,0.832579,1.27256,1.2886,0.153775,-0.67178,-1.52187,-2.99163,5.46296,4.85824,2.12694,-6.62461,20.7955,0.767787,-34.1756,-32.6855,-8.90977,31.6194
1.33,0.706453,0.462614,-0.0952869,-0.2755,0.0705274,0.556596,-1.1739,0.818378,1.29813,1.31131,0.163777,-0.702888,-1.42295,-2.98742,5.29949,4.70203,2.08415,-6.47312,20.8543,1.00209,-34.648,-33.0858,-9.10725,32.1586
1.33475,0.700862,0.466467,-0.0890616,-0.269219,0.0713287,0.553185,-1.18042,0.8042,1.32291,1.33327,0.173573,-0.733271,-1.32377,-2.98212,5.13384,4.54396,2.04043,-6.31913,20.9042,1.23236,-35.0982,-33.4661,-9.2976,32.6758
1.3395,0.69524,0.470254,-0.0827206,-0.262835,0.072176,0.549631,-1.18648,0.79005,1.34689,1.35447,0.183159,-0.762916,-1.22438,-2.97572,4.96609,4.38413,1.99583,-6.16274,20.9451,1.45859,-35.5264,-33.8262,-9.48084,33.1712
1.34425,0.689591,0.473973,-0.0762674,-0.256352,0.0730684,0.545939,-1.19205,0.775932,1.37008,1.37492,0.192532,-0.791813,-1.12481,-2.96827,4.79637,4.22264,1.95038,-6.00404,20.9769,1.68077,-35.9324,-34.1662,-9.65696,33.6448
1.349,0.683916,0.477625,-0.0697061,-0.249775,0.0740047,0.54211,-1.19716,0.761853,1.39246,1.39459,0.201687,-0.819951,-1.02511,-2.95976,4.62477,4.05959,1.9041,-5.84315,20.9997,1.89892,-36.3164,-34.4862,-9.82595,34.0964
1.35375,0.678219,0.481211,-0.0630404,-0.243105,0.074984,0.53815,-1.20179,0.747816,1.41401,1.41348,0.21062,-0.84732,-0.925325,-2.95023,4.4514,3.89506,1.85704,-5.68016,21.0136,2.11302,-36.6783,-34.786,-9.98783,34.5262
1.3585,0.6725,0.484729,-0.0562743,-0.236348,0.0760052,0.534062,-1.20595,0.733827,1.43474,1.43159,0.219327,-0.873909,-0.825496,-2.9397,4.27636,3.72915,1.80923,-5.51518,21.0184,2.32308,-37.018,-35.0657,-10.1426,34.9341
1.36325,0.666763,0.488182,-0.0494117,-0.229506,0.0770673,0.529849,-1.20964,0.719891,1.45464,1.4489,0.227806,-0.899711,-0.725665,-2.92817,4.09976,3.56196,1.7607,-5.34832,21.0142,2.5291,-37.3357,-35.3253,-10.2902,35.3201
1.368,0.661009,0.491569,-0.0424566,-0.222584,0.078169,0.525516,-1.21284,0.706011,1.47369,1.46542,0.236053,-0.924716,-0.625875,-2.91568,3.92171,3.39359,1.71148,-5.17968,21.001,2.73108,-37.6313,-35.5648,-10.4308,35.6843
1.37275,0.655241,0.494889,-0.035413,-0.215586,0.0793094,0.521066,-1.21558,0.692193,1.49189,1.48114,0.244064,-0.948915,-0.52617,-2.90223,3.7423,3.22413,1.66162,-5.00935,20.9788,2.92902,-37.9048,-35.7842,-10.5642,36.0266
1.3775,0.649462,0.498144,-0.028285,-0.208515,0.0804873,0.516503,-1.21784,0.678442,1.50924,1.49605,0.251837,-0.972302,-0.426591,-2.88786,3.56165,3.05367,1.61114,-4.83746,20.9476,3.12292,-38.1562,-35.9835,-10.6904,36.347
1.38225,0.643673,0.501335,-0.0210766,-0.201375,0.0817015,0.51183,-1.21963,0.66476,1.52572,1.51015,0.259369,-0.994869,-0.327182,-2.87257,3.37985,2.88232,1.56007,-4.66409,20.9074,3.31278,-38.3855,-36.1626,-10.8096,36.6455
1.387,0.637876,0.50446,-0.013792,-0.19417,0.0829509,0.507053,-1.22095,0.651154,1.54134,1.52343,0.266657,-1.01661,-0.227985,-2.85639,3.19702,2.71016,1.50846,-4.48936,20.8581,3.49859,-38.5927,-36.3217,-10.9216,36.9222
1.39175,0.632074,0.507521,-0.00643522,-0.186904,0.0842343,0.502174,-1.2218,0.637626,1.55609,1.5359,0.273699,-1.03752,-0.129044,-2.83934,3.01326,2.5373,1.45633,-4.31337,20.7999,3.68037,-38.7778,-36.4607,-11.0266,37.177
1.3965,0.62627,0.510517,0.000989523,-0.17958,0.0855506,0.497198,-1.22218,0.624181,1.56997,1.54754,0.280491,-1.05758,-0.0304005,-2.82143,2.82867,2.36382,1.40371,-4.13621,20.7327,3.8581,-38.9408,-36.5795,-11.1244,37.4099
1.40125,0.620464,0.51345,0.00847809,-0.172203,0.0868986,0.492128,-1.22209,0.610824,1.58296,1.55835,0.287033,-1.07681,0.0679021,-2.80269,2.64336,2.18982,1.35065,-3.95801,20.6564,4.0318,-39.0817,-36.6783,-11.2151,37.621
1.406,0.614661,0.51632,0.0160263,-0.164777,0.088277,0.486969,-1.22153,0.597557,1.59508,1.56834,0.293322,-1.09518,0.165821,-2.78314,2.45743,2.0154,1.29718,-3.77885,20.5711,4.20145,-39.2005,-36.757,-11.2986,37.8101
1.41075,0.608861,0.519127,0.0236299,-0.157305,0.0896848,0.481725,-1.22051,0.584385,1.60631,1.5775,0.299356,-1.11271,0.263314,-2.76279,2.27099,1.84066,1.24333,-3.59885,20.4769,4.36706,-39.2973,-36.8155,-11.3751,37.9774
1.4155,0.603067,0.521872,0.0312848,-0.149792,0.0911205,0.4764,-1.21903,0.571312,1.61665,1.58582,0.305133,-1.12937,0.360337,-2.74166,2.08414,1.66569,1.18913,-3.4181,20.3736,4.52863,-39.3719,-36.8539,-11.4444,38.1229
